player_id,player_name,pos,foot,birth_date,weight,height,team,gols,assistencias,soma_gol_assist
12,K. Omeruo,DEF,right,19931017,74,185,Nigeria,0,0,0
50806,P. Jansson,DEF,right,19910213,89,196,Sweden,0,0,0
10014,S. Ben Youssef,DEF,right,19890331,82,186,Tunisia,0,0,0
403546,Lee Seung-Woo,FWD,right,19980106,63,173,Korea Republic,0,0,0
240042,D. Kownacki,FWD,right,19970314,75,187,Poland,0,0,0
127530,D. Tošić,DEF,left,19850119,85,185,Serbia,0,0,0
127537,L. Milivojević,MID,right,19910407,80,186,Serbia,0,0,0
241647,S. Ezatolahi,MID,right,19961001,78,190,Iran,0,0,0
112392,R. Jiménez,FWD,right,19910505,81,187,Mexico,0,0,0
243588,Bruno Fernandes,MID,right,19940908,69,179,Portugal,0,0,0
112522,J. Corona,FWD,right,19930106,62,173,Mexico,0,0,0
101953,A. Erokhin,MID,right,19891013,79,195,Russia,0,0,0
7891,B. Ivanović,DEF,right,19840222,91,185,Serbia,0,0,0
14716,J. Boateng,DEF,right,19880903,90,192,Germany,0,0,0
14730,T. Usami,FWD,right,19920506,77,180,Japan,0,0,0
14795,M. Hummels,DEF,right,19881216,92,191,Germany,0,0,0
14798,Ł. Piszczek,DEF,right,19850603,79,184,Poland,0,0,0
14862,J. Draxler,MID,right,19930920,72,187,Germany,0,0,0
14872,J. Farfán,FWD,right,19841026,84,178,Peru,0,0,0
15054,M. Diouf,FWD,right,19871216,79,185,Senegal,0,0,0
15080,N. Jørgensen,FWD,right,19910115,84,190,Denmark,0,0,0
15199,M. Gavranović,FWD,right,19891124,73,175,Switzerland,0,0,0
15214,A. Rukavina,DEF,right,19840126,71,176,Serbia,0,0,0
15781,Ja-Cheol Koo,MID,right,19890227,79,183,Korea Republic,0,0,0
114617,C. Ramos,DEF,right,19881104,74,185,Peru,0,0,0
114709,L. Advíncula,DEF,right,19900302,80,178,Peru,0,0,0
114813,C. Cueva,MID,right,19911123,61,169,Peru,0,0,0
213364,G. De Arrascaeta,MID,right,19940601,70,172,Uruguay,0,0,0
116166,G. Varela,DEF,right,19930324,70,174,Uruguay,0,0,0
149074,N. Dirar,MID,right,19860225,79,187,Morocco,0,0,0
51064,E. Krafth,DEF,right,19940802,79,181,Sweden,0,0,0
51145,O. Hiljemark,MID,right,19920628,73,184,Sweden,0,0,0
18669,J. Hector,DEF,left,19900527,75,185,Germany,0,0,0
116997,G. Torres,FWD,right,19881031,78,179,Panama,0,0,0
20579,M. Benatia,DEF,right,19870417,92,190,Morocco,0,0,0
21097,K. Glik,DEF,right,19880203,80,190,Poland,0,0,0
21314,E. Hallfreðsson,MID,left,19840629,83,185,Iceland,0,0,0
55982,B. Oviedo,DEF,left,19900218,65,172,Costa Rica,0,0,0
56026,J. Stryger Larsen,DEF,right,19910221,81,180,Denmark,0,0,0
14909,P. Guerrero,FWD,right,19840101,82,185,Peru,0,0,0
57347,S. Ingason,DEF,right,19930805,75,188,Iceland,0,0,0
25622,T. Hazard,FWD,right,19930329,69,174,Belgium,0,0,0
25888,F. Fajr,MID,right,19880801,72,178,Morocco,0,1,1
26038,J. Campbell,FWD,left,19920626,72,178,Costa Rica,0,1,1
26226,R. Saïss,MID,left,19900326,76,190,Morocco,0,0,0
125250,Ó. Duarte,DEF,right,19890603,81,186,Costa Rica,0,0,0
135927,André Silva,FWD,right,19951106,70,182,Portugal,0,0,0
333803,M. Mohammadi,DEF,left,19930929,79,178,Iran,0,0,0
100140,J. Góralski,MID,right,19920921,66,172,Poland,0,0,0
131602,A. Arroyo,FWD,right,19931213,80,187,Panama,0,0,0
114762,É. Flores,MID,left,19940514,70,170,Peru,0,0,0
113517,B. Pérez,FWD,right,19810313,85,187,Panama,0,0,0
86411,A. Cooper,MID,right,19871126,72,173,Panama,0,0,0
56146,R. Gíslason,FWD,right,19880225,80,184,Iceland,0,0,0
51625,Seon-Min Moon,MID,right,19920609,68,172,Korea Republic,0,0,0
62221,K. Árnason,DEF,right,19821013,87,190,Iceland,0,0,0
209567,Se-Jong Ju,MID,right,19901030,68,174,Korea Republic,0,1,1
552555,A. El Kaabi,FWD,left,19930625,79,182,Morocco,0,0,0
122671,Mohammad Al Sahlawi,FWD,right,19870110,75,179,Saudi Arabia,0,0,0
237274,N. Radonjić,MID,right,19960215,76,185,Serbia,0,0,0
139078,P. Aquino,MID,left,19950413,72,175,Peru,0,0,0
114723,Y. Yotún,MID,left,19900407,68,173,Peru,0,0,0
114864,L. Tejada,FWD,right,19820328,80,185,Panama,0,0,0
122918,Hussain Al Mogahwi,MID,right,19880324,76,174,Saudi Arabia,0,0,0
361498,M. Murillo,DEF,right,19960211,75,183,Panama,0,0,0
51127,A. Skúlason,DEF,left,19870514,64,170,Iceland,0,0,0
293080,H. Nagguez,DEF,right,19921028,89,195,Tunisia,0,1,1
107413,Chul Hong,DEF,left,19900917,67,176,Korea Republic,0,0,0
55988,C. Bolaños,MID,right,19840517,70,175,Costa Rica,0,0,0
89571,R. Ruidíaz,FWD,right,19900725,65,167,Peru,0,0,0
122577,Taisir Al Jassim,MID,right,19840725,69,169,Saudi Arabia,0,0,0
122749,Muhannad Asiri,FWD,right,19861014,79,185,Saudi Arabia,0,0,0
122888,Yahya Al Shehri,MID,left,19900626,60,164,Saudi Arabia,0,0,0
125452,J. Venegas,MID,right,19881127,77,183,Costa Rica,0,0,0
125512,F. Calvo,DEF,left,19920708,77,180,Costa Rica,0,0,0
27412,C. N'Doye,MID,right,19860329,90,192,Senegal,0,0,0
61962,Sung-Yeung Ki,MID,right,19890124,75,186,Korea Republic,0,0,0
95299,Min-Woo Kim,MID,left,19900225,66,174,Korea Republic,0,0,0
116364,E. Davis,DEF,left,19910331,78,179,Panama,0,0,0
125273,D. Colindres,FWD,right,19850110,76,180,Costa Rica,0,0,0
97582,M. Konaté,FWD,right,19930403,78,181,Senegal,0,0,0
332821,T. Ebuehi,DEF,right,19951216,72,187,Nigeria,0,0,0
99381,A. Jędrzejczyk,DEF,right,19871104,78,189,Poland,0,0,0
99452,A. Milik,FWD,left,19940228,78,186,Poland,0,0,0
230626,D. Ćaleta-Car,DEF,right,19960917,89,192,Croatia,0,0,0
99661,T. Cionek,DEF,right,19860421,80,183,Poland,0,0,0
1722,V. Fischer,FWD,right,19940609,71,180,Denmark,0,0,0
231138,P. Kimpembe,DEF,left,19950813,67,183,France,0,0,0
265368,A. Shehu,DEF,right,19930312,72,181,Nigeria,0,0,0
134383,N. Süle,DEF,right,19950903,97,195,Germany,0,0,0
3349,J. dos Santos,MID,right,19900426,68,172,Mexico,0,0,0
3463,F. Fazio,DEF,right,19870317,85,195,Argentina,0,0,0
3509,M. Shojaei,MID,right,19840609,73,184,Iran,0,0,0
101825,I. Smolnikov,DEF,right,19880808,70,178,Russia,0,0,0
3531,C. Zapata,DEF,right,19860930,82,187,Colombia,0,0,0
101847,M. Carcela-González,MID,left,19890701,67,176,Morocco,0,0,0
70083,Danilo,DEF,right,19910715,78,184,Brazil,0,0,0
4814,A. Aguilar,MID,right,19850106,82,186,Colombia,0,0,0
70381,Ricardo Pereira,DEF,right,19931006,70,175,Portugal,0,0,0
37732,L. Biglia,MID,right,19860130,74,178,Argentina,0,0,0
50411,A. Prijović,FWD,right,19900421,88,191,Serbia,0,0,0
40539,Marquinhos,DEF,right,19940514,75,183,Brazil,0,0,0
7847,Ł. Fabiański,GKP,right,19850418,83,190,Poland,0,0,0
7850,J. Djourou,DEF,right,19870118,87,191,Switzerland,0,0,0
7887,G. Cahill,DEF,right,19851219,86,193,England,0,0,0
7945,D. Welbeck,FWD,right,19901126,73,185,England,0,0,0
7954,S. Coates,DEF,right,19901007,92,196,Uruguay,0,0,0
8297,G. dos Santos,FWD,left,19890511,74,175,Mexico,0,0,0
140085,A. Živković,MID,left,19960711,70,169,Serbia,0,0,0
207164,B. N'Diaye,MID,right,19901027,76,180,Senegal,0,0,0
11095,M. Veljkovic,DEF,right,19950926,77,184,Serbia,0,0,0
372915,A. Harit,MID,right,19970618,67,179,Morocco,0,0,0
275243,S. Khaoui,MID,left,19950427,68,182,Tunisia,0,0,0
112253,M. Fabián,MID,right,19890721,65,170,Mexico,0,0,0
14748,A. Rüdiger,DEF,right,19930303,85,191,Germany,0,0,0
14749,G. Sakai,DEF,right,19910314,74,176,Japan,0,0,0
14804,J. Błaszczykowski,MID,right,19851214,77,176,Poland,0,0,0
14808,İ. Gündoğan,MID,right,19901024,80,180,Germany,0,0,0
139075,R. Tapia,MID,right,19950728,78,182,Peru,0,0,0
15125,M. Plattenhardt,DEF,left,19920126,76,181,Germany,0,0,0
15282,S. Peszko,MID,right,19850219,69,173,Poland,0,0,0
408827,B. Srarfi,MID,left,19970625,71,176,Tunisia,0,0,0
216568,A. Gudmundsson,FWD,right,19970615,66,177,Iceland,0,0,0
15811,S. Rudy,MID,right,19900228,74,180,Germany,0,0,0
212604,T. Jedvaj,DEF,right,19951128,81,184,Croatia,0,0,0
281254,K. Dolberg,FWD,right,19971006,82,187,Denmark,0,0,0
49862,Joo-Ho Park,DEF,left,19870116,73,176,Korea Republic,0,0,0
50812,J. Durmaz,MID,left,19890322,69,180,Sweden,0,0,0
346101,T. Alexander-Arnold,DEF,right,19981007,69,175,England,0,0,0
134387,L. Goretzka,MID,right,19950206,79,189,Germany,0,0,0
101682,V. Granat,DEF,left,19870522,80,184,Russia,0,0,0
21333,Y. Benalouane,DEF,right,19870328,79,185,Tunisia,0,0,0
120717,O. Haddadi,DEF,left,19920128,79,184,Tunisia,0,1,1
285590,S. Amrabat,MID,right,19960821,70,182,Morocco,0,0,0
89073,M. Acuña,MID,left,19911028,69,172,Argentina,0,0,0
89186,P. Dybala,FWD,left,19931115,69,177,Argentina,0,0,0
57480,A. Traustason,MID,right,19930430,71,182,Iceland,0,0,0
25552,S. Mandanda,GKP,right,19850328,82,185,France,0,0,0
91156,M. Borja,FWD,right,19930126,82,183,Colombia,0,0,0
26136,B. Mendy,DEF,left,19940717,85,185,France,0,0,0
25770,F. Thauvin,FWD,left,19930126,70,179,France,0,0,0
26022,L. Gassama,DEF,right,19891020,74,181,Senegal,0,0,0
26196,D. Sidibé,DEF,right,19920729,71,182,France,0,0,0
59126,R. Wallace,MID,left,19880617,75,182,Costa Rica,0,0,0
26610,D. Sakho,FWD,right,19891224,79,184,Senegal,0,0,0
125268,Y. Tejeda,MID,right,19920317,66,177,Costa Rica,0,0,0
256480,B. Keita,FWD,right,19950308,80,181,Senegal,0,0,0
28922,T. Lemar,MID,left,19951112,58,170,France,0,0,0
70379,J. Urretavizcaya,MID,right,19900319,69,174,Uruguay,0,0,0
94764,Y. Muto,FWD,right,19920715,72,179,Japan,0,0,0
227059,Gelson Martins,FWD,right,19950511,65,173,Portugal,0,0,0
32599,Manuel Fernandes,MID,right,19860205,75,176,Portugal,0,0,0
262048,Al. Miranchuk,MID,left,19951017,74,182,Russia,0,0,0
231713,F. Bradarić,MID,right,19920111,77,185,Croatia,0,0,0
107424,Young-Sun Yun,DEF,right,19881004,78,185,Korea Republic,0,0,0
55957,J. Knudsen,DEF,left,19920916,72,185,Denmark,0,0,0
107623,Yo-Han Go,MID,right,19880310,65,170,Korea Republic,0,0,0
58105,J. Böðvarsson,FWD,right,19920525,85,190,Iceland,0,0,0
272829,R. Cheshmi,DEF,right,19930724,83,192,Iran,0,0,0
11270,S. Morsy,MID,right,19910910,76,175,Egypt,0,0,0
241134,I. Díaz,FWD,right,19970512,77,182,Panama,0,0,0
373441,I. Smith,DEF,right,19980306,68,177,Costa Rica,0,0,0
91002,O. Murillo,DEF,left,19880418,82,184,Colombia,0,0,0
284147,Mohammed Kanno,MID,right,19940922,73,192,Saudi Arabia,0,0,0
116293,H. Cummings,DEF,right,19920301,84,180,Panama,0,0,0
293128,A. Khalil,MID,right,19941221,80,187,Tunisia,0,0,0
120900,R. Bedoui,DEF,right,19900119,81,190,Tunisia,0,0,0
107548,Shin-Wook Kim,FWD,right,19880414,97,197,Korea Republic,0,0,0
115353,A. Santamaría,DEF,right,19920110,76,183,Peru,0,0,0
122651,Omar Hawsawi,DEF,right,19850927,76,185,Saudi Arabia,0,0,0
354041,M. Ben Amor,MID,right,19920503,75,184,Tunisia,0,0,0
354043,G. Chaalali,MID,right,19940228,72,179,Tunisia,0,0,0
131862,L. Ovalle,DEF,left,19880907,72,178,Panama,0,0,0
32706,R. Azofeifa,MID,right,19841230,82,183,Costa Rica,0,0,0
225324,R. Kurzawa,MID,left,19930129,73,182,Poland,0,1,1
139391,Motaz Hawsawi,DEF,right,19920217,79,180,Saudi Arabia,0,0,0
94630,T. Makino,DEF,right,19870511,77,182,Japan,0,0,0
125848,A. Machado,DEF,right,19850214,71,182,Panama,0,0,0
398219,Ali Al Bulayhi,DEF,left,19891121,83,182,Saudi Arabia,0,0,0
134702,L. Dendoncker,MID,right,19950415,76,188,Belgium,0,0,0
